Result Number,Data Source,Result Row,Source Page URL,Country,International organization participation
144,World Factbook internation organizations,144,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Morocco,ABEDA; AfDB; AFESD; AMF; AMU; CAEU; CD; EBRD; FAO; G-11; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAS; MIGA; MONUSCO; NAM; OAS (observer); OIC; OIF; OPCW; OSCE (partner); Paris Club (associate); PCA; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNOCI; UNSC (temporary); UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
145,World Factbook internation organizations,145,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Mozambique,ACP; AfDB; AU; C; CD; CPLP; EITI (compliant country); FAO; G-77; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM; OIC; OIF (observer); OPCW; SADC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina; UNISFA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
146,World Factbook internation organizations,146,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Namibia,ACP; AfDB; AU; C; CD; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NAM; OPCW; SACU; SADC; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
147,World Factbook internation organizations,147,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Nauru,ACP; ADB; AOSIS; C; FAO; G-77; ICAO; Interpol; IOC; IOM; ITU; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UPU; WHO
148,World Factbook internation organizations,148,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Nepal,ADB; BIMSTEC; CD; CP; FAO; G-77; IAEA; IBRD; ICAO; ICC; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; MINUSTAH; MONUSCO; NAM; OPCW; SAARC; SACEP; UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNIFIL; UNISFA; UNMIL; UNMISS; UNMIT; UNOCI; UNTSO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
149,World Factbook internation organizations,149,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Netherlands,ADB (nonregional member); AfDB (nonregional member); Arctic Council (observer); Australia Group; Benelux; BIS; CBSS (observer); CD; CE; CERN; EAPC; EBRD; ECB; EIB; EITI (implementing country); EMU; ESA; EU; FAO; FATF; G-10; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NATO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; Schengen Convention; SELEC (observer); UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNMISS; UNRWA; UNTSO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
150,World Factbook internation organizations,150,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,New Caledonia,PIF (associate member); SPC; UPU; WFTU (NGOs)
151,World Factbook internation organizations,151,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,New Zealand,ADB; ANZUS (US suspended security obligations to NZ on 11 August 1986); APEC; ARF; ASEAN (dialogue partner); Australia Group; BIS; C; CD; CP; EAS; EBRD; FAO; FATF; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NSG; OECD; OPCW; Paris Club (associate); PCA; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNMISS; UNMIT; UNTSO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
152,World Factbook internation organizations,152,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Nicaragua,BCIE; CACM; CD; CELAC; FAO; G-77; IADB; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); LAES; LAIA; LAIA (observer); MIGA; NAM; OAS; OPANAL; OPCW; PCA; Petrocaribe; SICA; UN; UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
153,World Factbook internation organizations,153,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Niger,ACP; AfDB; AU; CD; ECOWAS; EITI (compliant country); Entente; FAO; FZ; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OIC; OIF; OPCW; UN; UNCTAD; UNESCO; UNIDO; UNMIL; UNOCI; UNWTO; UPU; WADB (regional); WAEMU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
154,World Factbook internation organizations,154,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Nigeria,ACP; AfDB; AU; C; CD; D-8; ECOWAS; EITI (compliant country); FAO; G-15; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINURSO; MONUSCO; NAM; OAS (observer); OIC; OPCW; OPEC; PCA; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNISFA; UNITAR; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
155,World Factbook internation organizations,155,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Niue,ACP; AOSIS; FAO; IFAD; OPCW; PIF; Sparteca; SPC; UNESCO; UPU; WHO; WMO
156,World Factbook internation organizations,156,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Norfolk Island,UPU
157,World Factbook internation organizations,157,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Northern Mariana Islands,SPC; UPU
158,World Factbook internation organizations,158,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Norway,ADB (nonregional member); AfDB (nonregional member); Arctic Council; Australia Group; BIS; CBSS; CD; CE; CERN; EAPC; EBRD; EFTA; EITI (implementing country); ESA; FAO; FATF; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IGAD (partners); IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NATO; NC; NEA; NIB; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club; PCA; Schengen Convention; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNITAR; UNMISS; UNRWA; UNTSO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
159,World Factbook internation organizations,159,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Oman,ABEDA; AFESD; AMF; CAEU; FAO; G-77; GCC; IAEA; IBRD; ICAO; ICC (NGOs); IDA; IDB; IFAD; IFC; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OIC; OPCW; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
160,World Factbook internation organizations,160,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Pakistan,ADB; ARF; ASEAN (dialogue partner); C; CICA; CP; D-8; ECO; FAO; G-11; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MINURSO; MONUSCO; NAM; OAS (observer); OIC; OPCW; PCA; SAARC; SACEP; SCO (observer); UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMIL; UNMIT; UNOCI; UNSC (temporary); UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
161,World Factbook internation organizations,161,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Palau,ACP; ADB; AOSIS; FAO; IAEA; IBRD; ICAO; ICRM; IDA; IFC; IFRCS; ILO; IMF; IMO; IMSO; IOC; IPU; MIGA; OPCW; PIF; Sparteca; SPC; UN; UNAMID; UNCTAD; UNESCO; WHO
162,World Factbook internation organizations,162,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Panama,BCIE; CAN (observer); CD; CELAC; CSN (observer); FAO; G-77; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAES; LAIA; MIGA; NAM; OAS; OPANAL; OPCW; PCA; SICA; UN; UNASUR (observer); UNCTAD; UNESCO; UNIDO; Union Latina; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
163,World Factbook internation organizations,163,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Papua New Guinea,ACP; ADB; AOSIS; APEC; ARF; ASEAN (observer); C; CD; CP; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IOM; IOM (observer); IPU; ISO (correspondent); ITSO; ITU; MIGA; NAM; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UNIDO; UNMISS; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
164,World Factbook internation organizations,164,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Paraguay,CAN (associate); CD; CELAC; FAO; G-11; G-77; IADB; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); LAES; LAIA; Mercosur (suspended); MIGA; MINURSO; MINUSTAH; MONUSCO; NAM (observer); OAS; OPANAL; OPCW; PCA; UN; UNASUR; UNCTAD; UNESCO; UNFICYP; UNIDO; Union Latina; UNISFA; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
165,World Factbook internation organizations,165,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Peru,APEC; BIS; CAN; CD; CELAC; EITI (compliant country); FAO; G-24; G-77; IADB; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAES; LAIA; Mercosur (associate); MIGA; MINURSO; MINUSTAH; MONUSCO; NAM; OAS; OPANAL; OPCW; PCA; SICA (observer); UN; UNASUR; UNCTAD; UNESCO; UNIDO; Union Latina; UNISFA; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
166,World Factbook internation organizations,166,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Philippines,ADB; APEC; APT; ARF; ASEAN; BIS; CD; CICA (observer); CP; EAS; FAO; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MINUSTAH; NAM; OAS (observer); OPCW; PCA; PIF (partner); UN; UNCTAD; UNDOF; UNESCO; UNHCR; UNIDO; Union Latina; UNISFA; UNMIL; UNMISS; UNMIT; UNMOGIP; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
167,World Factbook internation organizations,167,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Pitcairn Islands,SPC; UPU
168,World Factbook internation organizations,168,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Poland,Arctic Council (observer); Australia Group; BIS; BSEC (observer); CBSS; CD; CE; CEI; CERN; EAPC; EBRD; EIB; ESA; EU; FAO; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NATO; NEA; NSG; OAS (observer); OECD; OIF (observer); OPCW; OSCE; PCA; Schengen Convention; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
169,World Factbook internation organizations,169,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Portugal,ADB (nonregional member); AfDB (nonregional member); Australia Group; BIS; CD; CE; CERN; CPLP; EAPC; EBRD; ECB; EIB; EMU; ESA; EU; FAO; FATF; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; NATO; NEA; NSG; OAS (observer); OECD; OPCW; OSCE; Paris Club (associate); PCA; Schengen Convention; SELEC (observer); UN; UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina; UNMIT; UNSC (temporary); UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
170,World Factbook internation organizations,170,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Puerto Rico,Caricom (observer); Interpol (subbureau); IOC; UNWTO (associate); UPU
171,World Factbook internation organizations,171,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Qatar,ABEDA; AFESD; AMF; CAEU; CD; CICA (observer); EITI (implementing country); FAO; G-77; GCC; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM (observer); IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OAPEC; OAS (observer); OIC; OPCW; OPEC; PCA; UN; UNCTAD; UNESCO; UNIDO; UNIFIL; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
172,World Factbook internation organizations,172,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Romania,Australia Group; BIS; BSEC; CBSS (observer); CD; CE; CEI; EAPC; EBRD; EIB; ESA; EU; FAO; G-9; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MONUSCO; NATO; NSG; OAS (observer); OIF; OPCW; OSCE; PCA; SELEC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; Union Latina; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
173,World Factbook internation organizations,173,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Russia,APEC; Arctic Council; ARF; ASEAN (dialogue partner); BIS; BRICS; BSEC; CBSS; CD; CE; CERN (observer); CICA; CIS; CSTO; EAEC; EAPC; EAS; EBRD; FAO; FATF; G-20; G-8; GCTU; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM (observer); IPU; ISO; ITSO; ITU; ITUC (NGOs); LAIA (observer); MIGA; MINURSO; MONUSCO; NSG; OAS (observer); OIC (observer); OPCW; OSCE; Paris Club; PCA; PFP; SCO; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMIL; UNMISS; UNOCI; UNSC (permanent); UNTSO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
174,World Factbook internation organizations,174,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Rwanda,ACP; AfDB; AU; C; CEPGL; COMESA; EAC; EADB; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; Interpol; IOC; IOM; IPU; ISO (correspondent); ITSO; ITU; ITUC (NGOs); MIGA; NAM; OIF; OPCW; PCA; UN; UN Security Council (temporary); UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNISFA; UNMISS; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO
175,World Factbook internation organizations,175,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saint Barthelemy,UPU
176,World Factbook internation organizations,176,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,"Saint Helena, Ascension, and Tristan da Cunha",UPU
177,World Factbook internation organizations,177,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saint Kitts and Nevis,ACP; AOSIS; C; Caricom; CDB; CELAC; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; ITU; MIGA; NAM; OAS; OECS; OPANAL; OPCW; Petrocaribe; UN; UNCTAD; UNESCO; UNIDO; UPU; WHO; WIPO; WTO
178,World Factbook internation organizations,178,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saint Lucia,ACP; AOSIS; C; Caricom; CD; CDB; CELAC; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; ISO; ITU; ITUC (NGOs); MIGA; NAM; OAS; OECS; OIF; OPANAL; OPCW; Petrocaribe; UN; UNCTAD; UNESCO; UNIDO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
179,World Factbook internation organizations,179,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saint Martin,UPU
180,World Factbook internation organizations,180,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saint Pierre and Miquelon,UPU; WFTU (NGOs)
181,World Factbook internation organizations,181,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saint Vincent and the Grenadines,ACP; AOSIS; C; Caricom; CDB; CELAC; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM; ISO (subscriber); ITU; MIGA; NAM; OAS; OECS; OPANAL; OPCW; Petrocaribe; UN; UNCTAD; UNESCO; UNIDO; UPU; WFTU (NGOs); WHO; WIPO; WTO
182,World Factbook internation organizations,182,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Samoa,ACP; ADB; AOSIS; C; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IPU; ITU; ITUC (NGOs); MIGA; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UNIDO; UPU; WCO; WHO; WIPO; WMO; WTO
183,World Factbook internation organizations,183,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,San Marino,CE; FAO; IAEA; IBRD; ICAO; ICC (NGOs); ICRM; IDA; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM (observer); IPU; ITU; ITUC (NGOs); LAIA (observer); OPCW; OSCE; Schengen Convention (de facto member); UN; UNCTAD; UNESCO; Union Latina; UNWTO; UPU; WHO; WIPO
184,World Factbook internation organizations,184,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Sao Tome and Principe,ACP; AfDB; AOSIS; AU; CD; CPLP; EITI (candidate country); FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; Interpol; IOC; IOM (observer); IPU; ITU; ITUC (NGOs); NAM; OIF; OPCW; UN; UNCTAD; UNESCO; UNIDO; Union Latina; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO (observer)
185,World Factbook internation organizations,185,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Saudi Arabia,ABEDA; AfDB (nonregional member); AFESD; AMF; BIS; CAEU; CP; FAO; G-20; G-77; GCC; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM (observer); IPU; ISO; ITSO; ITU; LAS; MIGA; NAM; OAPEC; OAS (observer); OIC; OPCW; OPEC; PCA; UN; UNCTAD; UNESCO; UNIDO; UNRWA; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
186,World Factbook internation organizations,186,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Senegal,ACP; AfDB; AU; CD; CPLP (associate); ECOWAS; FAO; FZ; G-15; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IDB; IFAD; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; OIC; OIF; OPCW; PCA; UN; UNAMID; UNCTAD; UNESCO; UNIDO; Union Latina; UNMIL; UNMISS; UNOCI; UNWTO; UPU; WADB (regional); WAEMU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
187,World Factbook internation organizations,187,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Serbia,BIS; BSEC; CD; CE; CEI; EAPC; EBRD; EU (candidate country); FAO; G-9; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM (observer); OAS (observer); OIF (observer); OPCW; OSCE; PCA; PFP; SELEC; UN; UNCTAD; UNESCO; UNFICYP; UNHCR; UNIDO; UNIFIL; UNMIL; UNOCI; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO (observer)
188,World Factbook internation organizations,188,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Seychelles,ACP; AfDB; AOSIS; AU; C; CD; COMESA; FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; InOC; Interpol; IOC; IOM; IPU; ISO (correspondent); ITU; MIGA; NAM; OIF; OPCW; SADC; UN; UNCTAD; UNESCO; UNIDO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO (observer)
189,World Factbook internation organizations,189,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Sierra Leone,ACP; AfDB; AU; C; ECOWAS; EITI (candidate country); FAO; G-77; IAEA; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; IHO (pending member); ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO (correspondent); ITU; ITUC (NGOs); MIGA; NAM; OIC; OPCW; UN; UNAMID; UNCTAD; UNESCO; UNIDO; UNIFIL; UNISFA; UNMIT; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO
190,World Factbook internation organizations,190,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Singapore,ADB; AOSIS; APEC; ARF; ASEAN; BIS; C; CP; EAS; FATF; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; NAM; OPCW; PCA; UN; UNCTAD; UNESCO; UNMIT; UPU; WCO; WHO; WIPO; WMO; WTO
191,World Factbook internation organizations,191,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Slovakia,Australia Group; BIS; BSEC (observer); CBSS (observer); CD; CE; CEI; CERN; EAPC; EBRD; ECB; EIB; EMU; EU; FAO; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IEA; IFC; IFRCS; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITU; ITUC (NGOs); MIGA; NATO; NEA; NSG; OAS (observer); OECD; OIF (observer); OPCW; OSCE; PCA; Schengen Convention; SELEC (observer); UN; UNCTAD; UNESCO; UNFICYP; UNIDO; UNTSO; UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
192,World Factbook internation organizations,192,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Slovenia,Australia Group; BIS; CD; CE; CEI; EAPC; EBRD; ECB; EIB; EMU; ESA (cooperating state); EU; FAO; IADB; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFC; IFRCS; IHO; ILO; IMF; IMO; Interpol; IOC; IOM; IPU; ISO; ITU; MIGA; NATO; NEA; NSG; OAS (observer); OECD; OIF (observer); OPCW; OSCE; PCA; Schengen Convention; SELEC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UNIFIL; UNTSO; UNWTO; UPU; WCO; WHO; WIPO; WMO; WTO; ZC
193,World Factbook internation organizations,193,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Solomon Islands,ACP; ADB; AOSIS; C; EITI (candidate country); ESCAP; FAO; G-77; IBRD; ICAO; ICRM; IDA; IFAD; IFC; IFRCS; ILO; IMF; IMO; IOC; ITU; MIGA; OPCW; PIF; Sparteca; SPC; UN; UNCTAD; UNESCO; UPU; WFTU; WHO; WMO; WTO
194,World Factbook internation organizations,194,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,Somalia,ACP; AfDB; AFESD; AMF; AU; CAEU (candidate); FAO; G-77; IBRD; ICAO; ICRM; IDA; IDB; IFAD; IFC; IFRCS; IGAD; ILO; IMF; IMO; Interpol; IOC; IOM; ITSO; ITU; LAS; NAM; OIC; UN; UNCTAD; UNESCO; UNHCR; UNIDO; UPU; WFTU (NGOs); WHO; WIPO; WMO
195,World Factbook internation organizations,195,https://www.cia.gov/library/publications/the-world-factbook/fields/2107.html,South Africa,ACP; AfDB; AU; BIS; BRICS; C; CD; FAO; FATF; G-20; G-24; G-77; IAEA; IBRD; ICAO; ICC (national committees); ICRM; IDA; IFAD; IFC; IFRCS; IHO; ILO; IMF; IMO; IMSO; Interpol; IOC; IOM; IPU; ISO; ITSO; ITU; ITUC (NGOs); MIGA; MONUSCO; NAM; NSG; OECD (Enhanced Engagement; OPCW; Paris Club (associate); PCA; SACU; SADC; UN; UNAMID; UNCTAD; UNESCO; UNHCR; UNIDO; UNITAR; UNSC (temporary); UNWTO; UPU; WCO; WFTU (NGOs); WHO; WIPO; WMO; WTO; ZC
